token_count,rank_host,rank_country,ASNno,sec_sen_word_cnt,avg_token_length,No_of_dots,malicious,Length_of_url,avg_path_token,IPaddress_presence,Length_of_host,safebrowsing,URL,host,avg_domain_token_length,path_token_count,path,largest_domain,domain_token_count,largest_path,largest_token
9,-1,-1,29550,0,4.888888889,6,1,57,3,0,27,0,http://www.haveigotppionmyloan.com/yahar/Yah/T/Y1.html...,www.haveigotppionmyloan.com,8.333333333,5,/yahar/Yah/T/Y1.html...,19,3,5,19
9,-1,-1,-1,0,5.666666667,5,1,64,5.4,0,22,1,http://www.healyoursystem.com/first-solutions/mac-safety-room...,www.healyoursystem.com,6.666666667,5,/first-solutions/mac-safety-room...,14,3,9,14
4,-1,-1,26496,0,6,2,1,30,0,0,22,0,http://www.hipercarsports.com/,www.hipercarsports.com,6.666666667,0,/,14,3,0,14
7,-1,-1,36351,0,4.428571429,2,1,40,4.666666667,0,15,1,http://www.hoorah.life/wp-includes/Text/,www.hoorah.life,4.333333333,3,/wp-includes/Text/,6,3,8,8
9,-1,-1,6724,0,5.888888889,6,1,66,7.4,0,14,0,http://www.hsinmo.com/_admin/coco/TXpFd05qUTBPVE16/terminer.php...,www.hsinmo.com,4,5,/_admin/coco/TXpFd05qUTBPVE16/terminer.php...,6,3,16,16
4,-1,-1,4835,0,4,2,1,22,0,0,14,0,http://www.hxxlxj.com/,www.hxxlxj.com,4,0,/,6,3,0,6
12,-1,-1,-1,0,4.75,6,1,73,4.4,0,22,0,http://www.identity-pages.com/inc/Payment-update-01.html?fb_source=boo...,www.identity-pages.com,4.75,5,/inc/Payment-update-01.html,8,4,7,9
4,-1,-1,-1,0,5.25,2,1,27,0,0,19,1,http://www.idservice19.top/,www.idservice19.top,5.666666667,0,/,11,3,0,11
8,-1,-1,-1,0,7.625,6,1,73,5.5,0,19,1,http://www.idservice19.top/legit_id.php?startenipstandard=YcWwJXsnjTx4...,www.idservice19.top,5.666666667,2,/legit_id.php,11,3,8,17
6,-1,-1,13037,0,10.5,5,1,73,21,0,19,0,http://www.ifaistosyros.gr/grpcapital/cdf0bfe5391993b89c177e66485ceb39...,www.ifaistosyros.gr,5.666666667,2,/grpcapital/cdf0bfe5391993b89c177e66485ceb39...,12,3,32,32
11,-1,-1,-1,0,4.909090909,6,1,70,5,0,16,1,http://www.imonulge.org/fbpages/payment-update-0.html?tab=payments&...,www.imonulge.org,4.666666667,5,/fbpages/payment-update-0.html,8,3,7,8
9,-1,-1,32244,0,6.666666667,5,1,73,8.2,0,17,1,http://www.inheritage.ca/plugins/system/nonumberelements/elements/colo...,www.inheritage.ca,5,5,/plugins/system/nonumberelements/elements/colo...,10,3,16,16
6,574006,378513,-1,0,7.666666667,5,1,57,11.5,0,21,0,http://www.ipracticemath.com/membership/verifyaccount/...,www.ipracticemath.com,6.333333333,2,/membership/verifyaccount/...,13,3,13,13
11,-1,-1,15967,0,5.181818182,5,1,73,6.142857143,0,12,0,http://www.irida.pl/language/pl-PL/AUTOLINK-1/AUTOLINK/Al_Do_Pas_link/...,www.irida.pl,3.333333333,7,/language/pl-PL/AUTOLINK-1/AUTOLINK/Al_Do_Pas_link/...,5,3,14,14
6,-1,-1,36351,0,5.5,3,1,40,4.5,0,22,0,http://www.itaumobile30hr.com/passo2.php,www.itaumobile30hr.com,6.666666667,2,/passo2.php,14,3,6,14
7,-1,-1,8560,0,8.857142857,5,1,73,10.33333333,0,29,1,http://www.javiermartinproyectos.com/dk/banqpop/c422d73917b082e29e2509...,www.javiermartinproyectos.com,9,3,/dk/banqpop/c422d73917b082e29e2509...,21,3,22,22
10,17666746,-1,46606,0,5.9,7,1,73,5,0,27,1,http://www.jnjoilfieldservices.com/css/www.alibaba.com/alibaba/vqcr8bp...,www.jnjoilfieldservices.com,8.333333333,6,/css/www.alibaba.com/alibaba/vqcr8bp...,19,3,7,19
5,-1,-1,12824,0,6.2,2,1,38,8,0,21,1,http://www.jp2krzeszowice.pl/finances/,www.jp2krzeszowice.pl,6.333333333,1,/finances/,14,3,8,14
6,-1,-1,132644,0,4.833333333,3,1,37,4,0,24,1,http://www.julierumahmode.co.id/gate/,www.julierumahmode.co.id,5.25,1,/gate/,14,4,4,14
7,-1,-1,132644,0,8.714285714,6,1,73,18,0,24,1,http://www.julierumahmode.co.id/gate/15490c2d0a19cfb2b568b25c0b8da3b3/...,www.julierumahmode.co.id,5.25,2,/gate/15490c2d0a19cfb2b568b25c0b8da3b3/...,14,4,32,32
7,13816551,-1,36352,0,8.714285714,5,1,73,5,0,22,1,http://www.jyotishniketan.com/panchang/en/?36fada15a7b0a86022118db9165...,www.jyotishniketan.com,6.666666667,2,/panchang/en/,14,3,8,27
8,17734820,-1,36024,0,6.125,5,1,62,6,0,23,1,http://www.kabiguruinsofedu.in/dropbox%20sign/dropbox/view/...,www.kabiguruinsofedu.in,7,4,/dropbox%20sign/dropbox/view/...,16,3,7,16
6,-1,-1,13037,0,9.833333333,5,1,70,19,0,19,0,http://www.kellykarousi.gr/images/a2a7938099b2075bd8b9b69804524753/...,www.kellykarousi.gr,5.666666667,2,/images/a2a7938099b2075bd8b9b69804524753/...,12,3,32,32
12,-1,-1,42366,0,4.75,6,1,73,4.75,0,17,1,http://www.korkeaoja.org/wp-includes/SimplePie/gggg/drop/site/main.htm...,www.korkeaoja.org,5,8,/wp-includes/SimplePie/gggg/drop/site/main.htm...,9,3,9,9
8,6217895,-1,8591,0,6.375,5,1,64,7,0,21,0,http://www.kristalrogaska.si/plugins/system/highlight/stores/...,www.kristalrogaska.si,6.333333333,4,/plugins/system/highlight/stores/...,14,3,9,14
9,-1,-1,132644,0,5,7,1,58,5,0,24,1,http://www.kurniaaquarium.co.id/catalog/view/Logins.php...,www.kurniaaquarium.co.id,5.25,4,/catalog/view/Logins.php...,14,4,7,14
10,6870817,-1,20454,0,5.3,7,1,68,6.333333333,0,13,1,http://www.kuttab.ae/ltd/investment.office/download-contract.pdf/...,www.kuttab.ae,3.666666667,6,/ltd/investment.office/download-contract.pdf/...,6,3,10,10
5,-1,-1,-1,0,3.2,2,1,23,3,0,11,1,http://www.lael.ru/olb/,www.lael.ru,3,1,/olb/,4,3,3,4
7,-1,-1,32475,0,8.428571429,5,1,70,13.66666667,0,16,0,http://www.lejacabs.com/jjk/documentsharepdfEN/documentsharepdffile...,www.lejacabs.com,4.666666667,3,/jjk/documentsharepdfEN/documentsharepdffile...,8,3,20,20
7,-1,-1,32475,0,8.428571429,5,1,71,13.66666667,0,16,1,http://www.lejacabs.com/jjk/documentsharepdfEN/documentsharepdffile/...,www.lejacabs.com,4.666666667,3,/jjk/documentsharepdfEN/documentsharepdffile/...,8,3,20,20
9,-1,-1,-1,2,4.333333333,6,1,52,4.8,0,13,1,http://www.linexe.cn/index.php/home/account/login...,www.linexe.cn,3.666666667,5,/index.php/home/account/login...,6,3,7,7
4,-1,-1,26347,0,6.5,2,1,32,0,0,24,1,http://www.lucanminorhockey.com/,www.lucanminorhockey.com,7.333333333,0,/,16,3,0,16
13,-1,-1,12824,0,4.307692308,9,1,73,4.75,0,17,1,http://www.magma.info.pl/logs/impo/www.impots.gouv.fr/file/f64501ddaa6...,www.magma.info.pl,3.5,8,/logs/impo/www.impots.gouv.fr/file/f64501ddaa6...,5,4,11,11
14,-1,-1,12824,0,3.928571429,9,1,73,4.111111111,0,17,1,http://www.magma.info.pl/magma/logs/impo/www.impots.gouv.fr/file/1155f...,www.magma.info.pl,3.5,9,/magma/logs/impo/www.impots.gouv.fr/file/1155f...,5,4,6,6
7,-1,-1,34119,0,4.571428571,3,1,41,0,0,29,1,http://www.maintainnnn.byethost4.com/?i=1,www.maintainnnn.byethost4.com,6.5,0,/,11,4,0,11
9,-1,-1,32748,0,4.444444444,6,1,53,3.2,0,22,-1,http://www.maticityonline.com/att/ssrmes/T/Y1.html...,www.maticityonline.com,6.666666667,5,/att/ssrmes/T/Y1.html...,14,3,6,14
6,-1,-1,29671,0,6.5,6,1,49,8.5,0,20,1,http://www.mixmyworship.com/metallizations.php...,www.mixmyworship.com,6,2,/metallizations.php...,12,3,14,14
7,-1,-1,32748,0,8.142857143,5,1,69,12.66666667,0,17,1,http://www.mltmarine.com/ml/Tr4p/a1690f3c21e2603bc1da597a4ab8fed4/...,www.mltmarine.com,5,3,/ml/Tr4p/a1690f3c21e2603bc1da597a4ab8fed4/...,9,3,32,32
7,12267759,-1,24940,0,5.142857143,2,1,45,6,0,23,1,http://www.mohamed-mostafa.org/cgi/dejavista/,www.mohamed-mostafa.org,5,2,/cgi/dejavista/,7,4,9,9
7,-1,-1,-1,0,5.571428571,5,1,50,5.333333333,0,21,0,http://www.moralesheyser.com/wp-includes/images...,www.moralesheyser.com,6.333333333,3,/wp-includes/images...,13,3,8,13
9,-1,-1,42926,0,4.222222222,6,1,51,4.2,0,15,0,http://www.msemlak.com/slim/_cfig/_cfig/pass.php...,www.msemlak.com,4.333333333,5,/slim/_cfig/_cfig/pass.php...,7,3,5,7
12,10708687,-1,-1,0,4.666666667,5,1,73,5,0,14,0,http://www.mtises.com/wp-content/plugins/duplicator/views/help/smb/pf/...,www.mtises.com,4,8,/wp-content/plugins/duplicator/views/help/smb/pf/...,6,3,10,10
8,-1,-1,-1,0,5.25,6,1,55,4,0,29,1,http://www.mywatermoney.jielilau.com/wp-includes/js/...,www.mywatermoney.jielilau.com,6.5,3,/wp-includes/js/...,12,4,8,12
7,7554568,-1,29182,0,6,6,1,53,7.333333333,0,18,0,http://www.nashhutorok.ru/profileandpics/index.php...,www.nashhutorok.ru,5.333333333,3,/profileandpics/index.php...,11,3,14,14
8,-1,-1,26496,0,7.625,5,1,73,8.25,0,26,0,http://www.navabharathfarmers.com/abel$verificattion/mypenglish/englis...,www.navabharathfarmers.com,8,4,/abel$verificattion/mypenglish/englis...,18,3,13,18
8,18913689,-1,-1,0,4.75,6,1,50,5.5,0,14,0,http://www.navegar.pt/images/banners/Login.html...,www.navegar.pt,4,4,/images/banners/Login.html...,7,3,7,7
6,-1,-1,-1,0,4.166666667,3,1,33,3,0,17,1,http://www.nethttpnm.com/aol.com/,www.nethttpnm.com,5,2,/aol.com/,9,3,3,9
12,-1,-1,-1,0,4.75,6,1,73,5.666666667,0,23,0,http://www.nfc-sukhothai.or.th/webadmin/images/uploads/doo/BT/btconnec...,www.nfc-sukhothai.or.th,3.8,6,/webadmin/images/uploads/doo/BT/btconnec...,9,5,8,9
5,8567916,-1,-1,0,3.4,2,1,23,5,0,10,0,http://www.ngg.la/07UpW,www.ngg.la,2.666666667,1,/07UpW,3,3,5,5
7,-1,-1,-1,0,5.857142857,5,1,52,5,0,24,0,http://www.nirichmanrentals.com/wp-admin/includes...,www.nirichmanrentals.com,7.333333333,3,/wp-admin/includes...,16,3,8,16
11,-1,-1,8342,0,4.181818182,5,1,62,5,0,15,1,http://www.nk-byuro.ru/layouts/libraries/cms/servi/fr/doss/...,www.nk-byuro.ru,3,6,/layouts/libraries/cms/servi/fr/doss/...,5,4,9,9
12,4560609,127864,36351,0,4.583333333,7,1,71,5.142857143,0,18,0,http://www.norters.com.br/clientes/imagens/534/public_html/1i/1a.php...,www.norters.com.br,3.75,7,/clientes/imagens/534/public_html/1i/1a.php...,7,4,11,11
9,20201579,-1,-1,0,6.666666667,6,1,73,8,0,18,0,http://www.notdulling.com/kilofe/Harsh-tag.ola/a4dd6e4dad2c48d3c85ba42...,www.notdulling.com,5.333333333,5,/kilofe/Harsh-tag.ola/a4dd6e4dad2c48d3c85ba42...,10,3,23,23
7,-1,-1,-1,0,5.571428571,4,1,47,3.5,0,31,0,http://www.notficationadmnitrate.eu.pn/form.php,www.notficationadmnitrate.eu.pn,7,2,/form.php,21,4,4,21
7,-1,-1,-1,0,5.571428571,7,1,50,3.5,0,31,0,http://www.notficationadmnitrate.eu.pn/form.php...,www.notficationadmnitrate.eu.pn,7,2,/form.php...,21,4,4,21
8,-1,-1,-1,0,4.375,3,1,44,4.5,0,15,1,http://www.nvvfoods.vn/image/22/identity.php,www.nvvfoods.vn,4.333333333,4,/image/22/identity.php,8,3,8,8
11,9622614,-1,-1,0,4.272727273,6,1,62,5,0,16,0,http://www.o-wisdom.com/egate/wp-content/themes/printer.php...,www.o-wisdom.com,3.25,6,/egate/wp-content/themes/printer.php...,6,4,7,7
11,915979,-1,46606,0,5.272727273,6,1,73,5.142857143,0,20,0,http://www.ommegaonline.org/admin/reviewer/assets/images/demo/index3.p...,www.ommegaonline.org,6,7,/admin/reviewer/assets/images/demo/index3.p...,12,3,8,12
12,-1,-1,-1,1,4.666666667,7,1,73,5.8,0,28,0,http://www.online-app-mobile.com.br/card/ouro/index41592app/dll/login....,www.online-app-mobile.com.br,3.833333333,5,/card/ouro/index41592app/dll/login....,6,6,13,13
6,-1,-1,15244,0,4.333333333,2,1,34,4.5,0,15,0,http://www.orasway.com/md/dropbox/,www.orasway.com,4.333333333,2,/md/dropbox/,7,3,7,7
7,-1,-1,9050,0,5.714285714,6,1,52,8.666666667,0,12,0,http://www.oshop.ro/bankofamericaonline.verify/B/...,www.oshop.ro,3.333333333,3,/bankofamericaonline.verify/B/...,5,3,19,19
6,-1,-1,-1,0,10.33333333,5,1,73,9,0,20,1,http://www.pandavillage.org/googledoc/?d96caa6d272d9551e21221211d5a103...,www.pandavillage.org,6,1,/googledoc/,12,3,9,31
7,-1,-1,-1,0,5,2,1,44,2.333333333,0,26,1,http://www.patternsthefashion.com/am/mgs/es/,www.patternsthefashion.com,8,3,/am/mgs/es/,18,3,3,18
9,135355,71563,-1,0,4.555555556,5,1,54,4.8,0,15,0,http://www.pavtube.com/back-to-school-sales/alibaba...,www.pavtube.com,4.333333333,5,/back-to-school-sales/alibaba...,7,3,7,7
9,7512166,-1,19742,0,5.888888889,6,1,66,5.8,0,22,0,http://www.playfantasy365.com/wp-content/themes/chemistries.php...,www.playfantasy365.com,6.666666667,5,/wp-content/themes/chemistries.php...,14,3,11,14
8,308681,37200,23352,1,5.5,6,1,56,6.5,0,31,0,http://www.pn-emailverification.nut.cc/accounts/login...,www.pn-emailverification.nut.cc,5.4,2,/accounts/login...,17,5,8,17
8,-1,-1,12824,0,5.125,6,1,53,4.75,0,20,0,http://www.pracawanglii.net/Form1/forms/form1.html...,www.pracawanglii.net,6,4,/Form1/forms/form1.html...,12,3,5,12
10,6069347,-1,26496,1,5.9,5,1,73,6.833333333,0,16,0,http://www.pureherbs.pk/ico/particuliers/secure/sg/societegenerale/386...,www.pureherbs.pk,4.666666667,6,/ico/particuliers/secure/sg/societegenerale/386...,9,3,15,15
12,1261941,29766,58404,0,4,10,1,64,4,0,24,0,http://www.pustaka.uninus.ac.id/flap/en.alibaba.com/open.html...,www.pustaka.uninus.ac.id,4,6,/flap/en.alibaba.com/open.html...,7,5,7,7
8,-1,-1,32475,0,6,5,1,61,3,0,34,1,http://www.pypsuministrosindustriales.com/wp-admin/css/db/...,www.pypsuministrosindustriales.com,10.66666667,4,/wp-admin/css/db/...,26,3,5,26
8,-1,-1,7162,0,4.375,3,1,45,3.666666667,0,23,0,http://www.rafinanceira.com.br/site/cli/site/,www.rafinanceira.com.br,5,3,/site/cli/site/,12,4,4,12
12,-1,-1,34619,0,4.666666667,6,1,72,4.875,0,15,1,http://www.raftech.net/wp-content/themes/evolve/library/hot/index.php...,www.raftech.net,4.333333333,8,/wp-content/themes/evolve/library/hot/index.php...,7,3,7,7
13,21611382,-1,26347,0,4.307692308,7,1,73,4.125,0,22,1,http://www.redeportais.com.br/eventos/wp-admin/js/gov-impots.client/in...,www.redeportais.com.br,4.75,8,/eventos/wp-admin/js/gov-impots.client/in...,11,4,7,11
12,-1,-1,52420,0,4.75,8,1,73,4.714285714,0,23,1,http://www.rentaloffice.com.ar/wp-includes/js/online.wellsfargo.com/fd...,www.rentaloffice.com.ar,5,7,/wp-includes/js/online.wellsfargo.com/fd...,12,4,10,12
8,-1,-1,-1,0,3.875,3,1,40,3.75,0,14,0,http://www.rgmbiz.org/inc/mod/dfgdfs.bin,www.rgmbiz.org,4,4,/inc/mod/dfgdfs.bin,6,3,6,6
7,23204271,-1,36024,0,2.857142857,2,1,29,2,0,15,1,http://www.ri-agri.com/z/aol/,www.ri-agri.com,3,2,/z/aol/,4,4,3,4
8,7301078,-1,20013,0,5,7,1,52,4.75,0,19,1,http://www.romelmotors.com/wells.crnc/sverify.php...,www.romelmotors.com,5.666666667,4,/wells.crnc/sverify.php...,11,3,7,11
7,-1,-1,26496,0,8.571428571,5,1,72,13.66666667,0,17,1,http://www.salopengi.com/gdrive/new/6eca50eafbe0518fca322fcc091fb611/...,www.salopengi.com,5,3,/gdrive/new/6eca50eafbe0518fca322fcc091fb611/...,9,3,32,32
